"slug","english_title","chinese_name","review_state","pack_count","packs","modrinth_url"
"satin-free-wakes","Satin Free Wakes","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/satin-free-wakes"
"satisfying-buttons","Satisfying Buttons","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/satisfying-buttons"
"scaffolding-drops-nearby","Scaffolding Drops Nearby","","unreviewed","1","create_plus","https://modrinth.com/mod/scaffolding-drops-nearby"
"scalablelux","ScalableLux","","unreviewed","1","cobbleverse","https://modrinth.com/mod/scalablelux"
"screenshot-viewer","Screenshot Viewer","","unreviewed","1","create_plus","https://modrinth.com/mod/screenshot-viewer"
"scribble","Scribble","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/scribble"
"serene-seasons","Serene Seasons","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/serene-seasons"
"shatterbyte-lib","ShatterLib | OctoLib","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/shatterbyte-lib"
"shield-api","Shield API","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/shield-api"
"shield-expansion","Shield Expansion","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/shield-expansion"
"shield-overhaul","Shield Overhaul","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/shield-overhaul"
"show-me-what-you-got","Show Me What You Got","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/show-me-what-you-got"
"show-me-your-skin","Show Me Your Skin!","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/show-me-your-skin"
"shut-up-mcd","Shut Up MCD","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/shut-up-mcd"
"shuttfup","Stfu","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/shuttfup"
"simple-discord-rpc","Simple Discord RPC","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/simple-discord-rpc"
"simple-netherite-horse-armor","Simple Netherite Horse Armor","","unreviewed","1","create_plus","https://modrinth.com/mod/simple-netherite-horse-armor"
"simple-storage-network","Simple Storage Network","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/simple-storage-network"
"simplefog","Simple Fog Control","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/simplefog"
"simply-bows","Simply Bows","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/simply-bows"
"simply-skills","Simply Skills","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/simply-skills"
"simply-swords-tweaks","Simply Swords Tweaks","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/simply-swords-tweaks"
"sizeshiftingpotions","Size Shifting Potions","","unreviewed","1","create_plus","https://modrinth.com/mod/sizeshiftingpotions"
"skills","Pufferfish's Skills","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/skills"
"skippy-pearls","Skippy Pearls","","unreviewed","1","create_plus","https://modrinth.com/mod/skippy-pearls"
"skyboxify","Skyboxify","","unreviewed","1","fabulously-optimized","https://modrinth.com/mod/skyboxify"
"slice-and-dice","Create Slice & Dice","","unreviewed","1","create_plus","https://modrinth.com/mod/slice-and-dice"
"smart-tooltip-scroll","Smart Tooltip Scroll","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/smart-tooltip-scroll"
"smooth-boot-reloaded","Smooth Boot (Reloaded)","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/smooth-boot-reloaded"
"smooth-scroll","Smooth Scrolling","平滑滚动 (Smooth Scroll)","curated","1","zombie-invade-100-days","https://modrinth.com/mod/smooth-scroll"
"smwyg-fix","SMWYG-Fix","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/smwyg-fix"
"snow-imprints","Soft Imprints","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/snow-imprints"
"snow-under-trees","Snow Under Trees","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/snow-under-trees"
"snow-under-trees-remastered","Snow Under Trees (Fabric)","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/snow-under-trees-remastered"
"snowballs-freeze-mobs","Snowballs Freeze Mobs","","unreviewed","1","create_plus","https://modrinth.com/mod/snowballs-freeze-mobs"
"snowy-spirit","Snowy Spirit","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/snowy-spirit"
"sollib","SolLib","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/sollib"
"sophisticated-backpacks-(unoffical-fabric-port)","Sophisticated Backpacks (Unoffical Fabric port)","","unreviewed","1","cobbleverse","https://modrinth.com/mod/sophisticated-backpacks-(unoffical-fabric-port)"
"sophisticated-core-(unofficial-fabric-port)","Sophisticated Core (Unofficial Fabric port)","","unreviewed","1","cobbleverse","https://modrinth.com/mod/sophisticated-core-(unofficial-fabric-port)"
"sophisticated-storage","Sophisticated Storage","","unreviewed","1","create_plus","https://modrinth.com/mod/sophisticated-storage"
"sophisticated-storage-(unofficial-fabric-port)","Sophisticated Storage (Unofficial Fabric port)","","unreviewed","1","cobbleverse","https://modrinth.com/mod/sophisticated-storage-(unofficial-fabric-port)"
"sorted-enchantments","Sorted Enchantments","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/sorted-enchantments"
"sortilege","Sortilege","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/sortilege"
"soulfulnether","Soulful Nether","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/soulfulnether"
"soulmaster","Soulmaster","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/soulmaster"
"soundsbegone","Sounds Be Gone!","","unreviewed","1","cobbleverse","https://modrinth.com/mod/soundsbegone"
"spartan-shields","Spartan Shields","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/spartan-shields"
"spartan-weaponry","Spartan Weaponry","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/spartan-weaponry"
"spawn-animations","Spawn Animations","","unreviewed","1","nonagon","https://modrinth.com/mod/spawn-animations"
"spawn-mod","Spawn","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/spawn-mod"
"spell-engine","Spell Engine","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/spell-engine"
"spell-engine-x-open-parties-and-claims","Spell Engine x Open Parties and Claims","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/spell-engine-x-open-parties-and-claims"
"spell-power","Spell Power Attributes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/spell-power"
"spellblades-and-such","Spellblades and Such","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/spellblades-and-such"
"stalwart-dungeons","Stalwart Dungeons","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/stalwart-dungeons"
"starlight-forge","Starlight (Forge)","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/starlight-forge"
"statement","Statement","","unreviewed","1","create_plus","https://modrinth.com/mod/statement"
"stateobserver","StateObserver","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/stateobserver"
"status","Status","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/status"
"structure-gel-api","Structure Gel API","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/structure-gel-api"
"structure-pool-api","Structure Pool API","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/structure-pool-api"
"suggestionproviderfix","Suggestion Provider Fix","","unreviewed","1","create_plus","https://modrinth.com/mod/suggestionproviderfix"
"superflat-world-no-slimes","Superflat World No Slimes","","unreviewed","1","create_plus","https://modrinth.com/mod/superflat-world-no-slimes"
"swampier-swamps","Swampier Swamps","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/swampier-swamps"
"swingthrough","SwingThrough","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/swingthrough"
"tacz-tes-compat","TaCZ: TES Compat","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/tacz-tes-compat"
"taczaddon","TaCZ addon","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/taczaddon"
"takeitout","Take It Out — Minecraft Mod (Shulker Picking + Easy Place)","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/takeitout"
"talkbubbles","TalkBubbles","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/talkbubbles"
"tcdcommons","TCDCommons API","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/tcdcommons"
"tectonic","Tectonic","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/tectonic"
"tensura_beyond_adventures","Beyond Adventures","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura_beyond_adventures"
"tensura-better-subordinates","Tensura: Better Subordinates","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-better-subordinates"
"tensura-compat-open-parties-and-claims","Tensura Compat: Open Parties and Claims","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-compat-open-parties-and-claims"
"tensura-kumodesu","Tensura: KumoDesu","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-kumodesu"
"tensura-mysticism","Tensura: Mysticism","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-mysticism"
"tensura-not-enough-bosses","Tensura: Not Enough Bosses","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-not-enough-bosses"
"tensura-reincarnated","Tensura: Reincarnated","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-reincarnated"
"tensura-slimethrone-extras","Tensura: SlimeThrone Extras","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensura-slimethrone-extras"
"tensuraepscaling","Tensura EP Scaling","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tensuraepscaling"
"terrestria","Terrestria","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/terrestria"
"testosterone-tweaks","Testosterone Tweaks","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/testosterone-tweaks"
"tetra","tetra","","unreviewed","1","create_plus","https://modrinth.com/mod/tetra"
"textrues-embeddium-options","TexTrue's Embeddium Options","","unreviewed","1","create_plus","https://modrinth.com/mod/textrues-embeddium-options"
"thaumon","Thaumon","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/thaumon"
"the-aether-redux","The Aether: Redux","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/the-aether-redux"
"the-conjurer","The Conjurer","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/the-conjurer"
"the-graveyard-fabric","The Graveyard (FABRIC)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/the-graveyard-fabric"
"the-lost-castle","The Lost Castle","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/the-lost-castle"
"the-lost-cities","The Lost Cities","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/the-lost-cities"
"thermoo-patches","Thermoo Patches","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/thermoo-patches"
"tidal-towns","Tidal Towns","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/tidal-towns"
"tierify","Tierify","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/tierify"
"timeless-and-classics-zero","[TaCZ] Timeless and Classics Zero","[TaCZ] 永恒经典零 (Timeless and Classics Zero)","extended","1","zombie-invade-100-days","https://modrinth.com/mod/timeless-and-classics-zero"
"tiny-skeletons","Tiny Skeletons","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/tiny-skeletons"
"tips","Tips","","unreviewed","1","cobblemon-fabric","https://modrinth.com/mod/tips"
"title-fixer","Title Fixer","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/title-fixer"
"tmcraft","TMCraft","","unreviewed","1","cobbleverse","https://modrinth.com/mod/tmcraft"
"toms-trading-network","Tom's Trading Network","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/toms-trading-network"
"tooltip-scroll","Tooltip Scroll","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tooltip-scroll"
"torch-hit","Torch hit!","","unreviewed","1","create_plus","https://modrinth.com/mod/torch-hit"
"tr-ancient-artifacts","Tensura: Ancient Artifacts","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/tr-ancient-artifacts"
"transmog","Transmog","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/transmog"
"trashslot","TrashSlot","垃圾槽 (TrashSlot)","curated","1","create_plus","https://modrinth.com/mod/trashslot"
"travelers-titles","Traveler's Titles","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/travelers-titles"
"travellersbackpack-transmog-compat","TravellersBackpack-Transmog-Compat","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/travellersbackpack-transmog-compat"
"treechop","HT's TreeChop","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/treechop"
"true-ending","True Ending - Ender Dragon Overhaul","","unreviewed","1","nonagon","https://modrinth.com/mod/true-ending"
"tslatentitystatus","TslatEntityStatus","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/tslatentitystatus"
"tweakeroo","Tweakeroo","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/tweakeroo"
"twilight-forest-cave-fix","Twilight Forest Cave Fix","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/twilight-forest-cave-fix"
"underwater-swim-fix-(mc-220390)","Underwater Swim Fix (MC-220390)","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/underwater-swim-fix-(mc-220390)"
"universal_ores","Universal Ores","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/universal_ores"
"universal-graves","Universal Graves","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/universal-graves"
"untitled-duck-mod","Untitled Duck Mod","","unreviewed","1","create_plus","https://modrinth.com/mod/untitled-duck-mod"
"uwrad","Unsafe World Random Access Detector","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/uwrad"
"valhelsia-structures","Valhelsia Structures","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/valhelsia-structures"
"variant-crafting-tables","Variant Crafting Tables","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/variant-crafting-tables"
"vb-compat","Vanilla Backport Compat","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/vb-compat"
"vertical-slabs-compat","Vertical Slabs Compat","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/vertical-slabs-compat"
"view-distance-fix","View Distance Fix","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/view-distance-fix"
"village-bell-recipe","Village Bell Recipe","","unreviewed","1","nonagon","https://modrinth.com/mod/village-bell-recipe"
"villager-converting","Villager Converting","","unreviewed","1","nonagon","https://modrinth.com/mod/villager-converting"
"villagerconfig","VillagerConfig","","unreviewed","1","cobbleverse","https://modrinth.com/mod/villagerconfig"
"vitalityfix","VitalityFix","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/vitalityfix"
"voidz","VoidZ","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/voidz"
"voxy","voxy","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/voxy"
"voxy-extra","Voxy Extra","","unreviewed","1","barces-vanilla-experience","https://modrinth.com/mod/voxy-extra"
"wakes","Wakes","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/wakes"
"wakes-reforged","Wakes Reforged","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/wakes-reforged"
"way2wayfabric","way2wayfabric","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/way2wayfabric"
"weaker-spiderwebs","Weaker Spiderwebs","","unreviewed","1","create_plus","https://modrinth.com/mod/weaker-spiderwebs"
"welcome-screen","Welcome Screen","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/welcome-screen"
"what-are-you-voting-for-2023","What Are You Voting For? 2023","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/what-are-you-voting-for-2023"
"whats-that-slot","What's That Slot?","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/whats-that-slot"
"when-dungeons-arise","When Dungeons Arise","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/when-dungeons-arise"
"where-are-my-tms","Where Are My TMs","","unreviewed","1","pokemon-elysium","https://modrinth.com/mod/where-are-my-tms"
"windchimes","Windchimes","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/windchimes"
"wizards","Wizards (RPG Series)","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/wizards"
"woodworks","Woodworks","","unreviewed","1","create_plus","https://modrinth.com/mod/woodworks"
"worldedit","WorldEdit","创世神 (WorldEdit)","curated","1","barces-vanilla-experience","https://modrinth.com/mod/worldedit"
"xenon-forge","Xenon","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/xenon-forge"
"xp-storage","XP Storage","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/xp-storage"
"xp-storage-trinkets","XP Storage - Trinkets","","unreviewed","1","better-mc-fabric-bmc2","https://modrinth.com/mod/xp-storage-trinkets"
"xp-tome","XP Tome","","unreviewed","1","better-mc-forge-bmc4","https://modrinth.com/mod/xp-tome"
"ydms-mobhealthbar","YDM's MobHealthBar","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/ydms-mobhealthbar"
"yeetem-potions","YEETem Potions","","unreviewed","1","create-stratus-terra-forge","https://modrinth.com/mod/yeetem-potions"
"yigd","You're in Grave Danger","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/yigd"
"you-shall-not-spawn","You Shall Not Spawn!","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/you-shall-not-spawn"
"yungs-better-caves","YUNG's Better Caves","","unreviewed","1","slimes-adventure","https://modrinth.com/mod/yungs-better-caves"
"zenith-attributes-renewed","Zenith Attributes Renewed","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/zenith-attributes-renewed"
"zenith-renewed","Zenith Renewed","","unreviewed","1","prominence-2-fabric","https://modrinth.com/mod/zenith-renewed"
"zombie-awareness","Zombie Awareness","","unreviewed","1","zombie-invade-100-days","https://modrinth.com/mod/zombie-awareness"
